listing_id	id	reviewer_id
2033191	20151703	5209629
3906076	20152600	10018883
1277033	20153567	20700041
2809796	20154084	14632143
619366	20155773	1544218
1974131	20156459	3563383
219532	20157596	1763789
47491	20157694	16922287
3793185	20158148	20901001
2995996	20158432	17966129
3998984	20161558	21190292
3416590	20165473	2530119
3930681	20165653	18847412
3959442	20171715	684995
4026757	20172750	500927
3208667	20172924	215230
4030600	20172932	9410752
1806899	20173889	20585619
533443	20174303	21607058
445199	20174375	13940576
3811872	20175899	21649434
365550	20178380	13824191
340706	20179864	2883450
2731253	20179900	15597938
1198884	20182360	12543942
2620429	20183709	5105529
1427103	20184184	16015892
3040278	20184402	17948113
2749725	20185594	14685088
2197982	20186740	19145291
1599856	20188825	5714166
3238295	20188847	4547222
794633	20189077	6509708
202174	20189157	1303695
1750681	20189389	19747470
2203983	20190493	19928913
2392869	20191489	19943494
2923529	20192193	2855041
47196	20193385	13526152
2103939	20193701	5905955
828298	20194894	20454308
1097520	20195823	698860
3977605	20196586	14912758
3031415	20197456	20274464
703058	20197764	3599590
143704	20200758	20128749
2488228	20200884	18354169
942490	20201472	13322394
2710274	20201502	2833933
4053972	20202047	1814035
2197168	20203122	19045634
3582883	20203456	14722480
496074	20206853	21223330
3930681	20206879	13701370
1602488	20207625	20778722
3394936	20208924	2276851
835149	20208968	21364062
841049	20209068	21367609
3258585	20209356	10610098
3245876	20211444	15829369
3258386	20211482	341006
1060467	20212778	17417751
4046863	20213092	5348321
3961077	20213261	20089921
4151093	20216207	21505416
1686930	20216309	8315606
2027236	20216337	21573522
2737012	20216507	21577027
1856970	20217741	5508466
1030615	20219947	21652717
3487824	20220031	21654447
533443	20221782	7136730
353110	20222310	19144917
397117	20223270	12194805
674113	20225421	10606135
80188	20225491	15716043
1246769	20226089	15752508
909102	20227063	2728303
557126	20227102	7529136
573942	20227200	16791249
1623894	20228116	17372714
1974131	20228540	13720483
815017	20230707	16211545
3293438	20232715	1386709
2970666	20233385	2757754
365550	20233612	16789468
180939	20234080	12476176
3303978	20236097	7199362
2693700	20238994	19253472
3835995	20239887	20369829
1090307	20241677	6854560
251922	20242171	20582416
2238105	20245390	19257607
3793047	20246049	20801166
2471659	20246164	20650066
430610	20246862	1255936
202260	20247059	9246313
3258585	20247420	18811196
3053237	20247527	1495755
1602488	20247913	20974504
442487	20249180	10499629
1851863	20249994	14609494
1256883	20250072	6981679
1048798	20250130	21088158
1432713	20250424	1564494
1110749	20251200	20102939
1114695	20251328	20783527
2686374	20253036	1922700
1950012	20255345	11350986
1321090	20256623	20398830
25002	20257084	1002877
1593939	20258176	13207954
3208330	20258708	19726744
1772119	20260566	398672
3697351	20261187	5409563
2652941	20262057	21502469
3868138	20262461	1994525
2737012	20263166	663132
2727808	20263700	14797238
4047058	20265416	11343101
4026757	20265958	21602896
598023	20268101	21018389
3930681	20268153	21650247
3959460	20269934	6195254
817115	20270841	3125522
1750681	20271453	8530582
353347	20272312	17599355
4130112	20272324	1533087
922986	20273985	13869980
904057	20275002	15137443
1472532	20276165	9325325
491958	20277590	17086973
10385	20277900	17168875
59838	20278681	2284696
835149	20278815	16810932
143580	20278963	10027583
2373176	20283122	13171550
1815304	20283301	132583
1301535	20283515	15875135
63733	20285383	19074080
677266	20285680	19579810
1171574	20286391	2806325
2110357	20287639	19764584
139463	20288169	9605081
1009838	20288185	19905832
3563218	20290789	19008962
3673011	20291723	10137591
3870937	20292123	18280104
365550	20292932	7568949
1520501	20294208	20615996
3441402	20294726	20581535
3835995	20296509	20779828
1790020	20297198	20532661
3870253	20297948	10249511
4009295	20298514	10737127
3404557	20299402	8869798
1260259	20299442	20946526
3930681	20299500	17427380
941467	20301562	21066202
535300	20302112	3951978
2660384	20303552	21155888
1427103	20303772	19390339
3380159	20304437	8730675
43373	20304855	20640343
793629	20305437	20779490
1826155	20306707	14485230
2628010	20306775	21290990
4031625	20307618	16020624
2488228	20307917	20450497
4126284	20310673	20863217
1220816	20311616	19659117
2612025	20316134	19185865
173896	20323299	21732634
25002	20323845	21221260
1898511	20324679	18111623
2898401	20325262	5191281
2693137	20325364	8807123
4125779	20325813	21791390
544433	20327569	9401599
63308	20327965	661531
277416	20328218	14203505
397117	20329211	10828465
1356339	20329349	3330076
1145941	20330152	15919447
1163345	20330242	13185200
340706	20330605	1592768
3246706	20331205	5406405
902243	20333742	12943716
2746782	20335066	1016831
3022564	20335658	275429
1003890	20336767	11247027
1090449	20338119	8208015
3505739	20339023	18829568
3270492	20340289	15612564
180939	20342424	7400339
3552523	20342440	19411756
3208330	20342885	2849301
1023693	20344934	18257399
3793047	20346130	6957937
817115	20346328	14803596
2525172	20348382	20114251
1802663	20348875	20091787
2526405	20349513	8803508
445199	20350262	3599181
1432713	20350310	20278341
3562617	20351084	284775
808811	20351298	6459697
3258585	20353041	14482637
2197168	20353159	144780
3615614	20354341	15876947
3120652	20354521	1001726
1321090	20355589	20584372
619366	20357267	20672451
1030615	20360398	19987257
3345341	20360663	18035743
3968416	20365273	4056227
3835995	20366070	21026973
1429904	20369536	2688902
506542	20369862	21152394
3898692	20370852	21107164
488268	20371148	19642055
3959460	20371992	21154086
4082986	20373323	4591951
1392332	20373471	6971200
3258386	20374359	341006
1351716	20376230	2085628
2865992	20377867	17427872
4009508	20379872	21400365
841049	20380614	10705120
3971346	20382830	3135940
1561256	20383558	15373777
942490	20383810	3228980
38545	20384304	21508168
1782140	20386000	2140920
1956094	20388934	18820458
3697351	20391479	11776362
4085439	20391605	21656125
2955782	20391735	16266344
430610	20392045	11822126
4291	20392431	15145674
1107845	20393599	21402162
315120	20394035	6511226
1214316	20394100	20460887
975179	20394360	21648559
3986793	20394734	15541144
2075094	20394760	21617983
3916050	20395145	21385294
3657819	20397727	21722511
4125779	20398171	18365263
1750681	20400377	8838512
58503	20400886	21784549
1898511	20401264	15873239
3979496	20402601	21784689
3811872	20403078	9745231
4104442	20403110	10665651
2660384	20403638	4949681
2387605	20403654	15943873
2686374	20408324	1115231
2935486	20408616	15876582
1974131	20408881	5619390
365550	20410159	9232379
2620429	20410778	1313516
2481189	20411218	653233
794633	20411598	17170720
557126	20413551	17739551
793629	20413579	17746032
143704	20414049	6046507
1214306	20414780	11001235
2614387	20415224	17876487
609701	20416601	18473590
2350464	20417257	7990338
3293438	20417558	13160475
1954452	20417618	18680223
2692126	20419146	15237425
2978929	20419188	10107816
830948	20420393	19157125
2130652	20422345	5609049
490076	20422673	1566670
1651324	20422675	19587018
3657819	20424809	19682623
278830	20424857	11729192
1159226	20425556	15061501
9596	20425660	19534115
3673759	20426944	20035734
692671	20427368	20080042
1349175	20427737	13265825
1815304	20428569	1897668
3251016	20429864	20222224
2026794	20432210	6792374
132160	20432497	12165808
2970666	20432525	155246
3441402	20434412	4158789
193371	20434648	2749596
1118153	20434684	2937640
2923529	20434768	19788938
3861673	20434886	5131694
219532	20436148	20629607
2472850	20436676	322608
2727808	20437051	20672844
3689119	20438417	8619051
935432	20440122	20119833
2628010	20440524	20037388
3143175	20441267	20855292
2995996	20441513	4041589
3768626	20442941	20913503
3870253	20445005	20985236
909102	20445158	20952406
1978743	20448075	20566632
2481869	20448115	17126844
3158210	20449559	6067840
208670	20449835	20788289
3959442	20449897	2971221
3582883	20450069	13649301
707424	20451531	1192943
3245876	20452428	21138470
143580	20452812	21225656
3265292	20453163	21234893
2979387	20453860	16969698
3979496	20456277	18337426
4106041	20456467	8718389
3906076	20458059	846353
1956553	20458127	21366574
995443	20458145	3562985
3570691	20459807	1723439
4082250	20459925	14817330
3998922	20461616	817363
1256892	20461898	7452760
3968416	20462897	5445862
3803947	20463717	1578267
3226793	20463911	21459099
4047058	20463981	2666721
1545801	20465327	13553352
4110396	20465375	9818686
1763809	20465672	4703218
3552006	20466967	21544890
86185	20468727	13807757
1246117	20468911	21334322
882274	20468997	11054550
2710274	20469400	6761423
447488	20469522	2702026
3890990	20470196	21506765
3868138	20470722	5960697
3678718	20471593	9185705
251922	20471816	2722652
3487824	20472091	2702026
3951768	20473650	6999326
3382533	20474245	21662410
4180905	20474515	2270493
4026757	20474913	21576909
3418349	20477309	2796437
4061051	20477660	682617
4170863	20478146	6876797
63733	20478288	16978225
445199	20478927	6827042
3120652	20480259	19792279
58503	20483106	4358466
1686930	20485836	3159797
1204142	20486903	12772498
1472532	20487373	13650869
1622794	20487555	13752746
2994309	20489183	1972700
2197982	20490019	16195772
856550	20490073	1458876
1856970	20490215	13411560
714043	20490533	13096262
1599856	20491452	16905466
2693700	20492180	9956342
103466	20492336	9258601
2749725	20493369	9263771
2868006	20493537	2359712
5682	20493964	1233862
258571	20494200	17374459
1048798	20494266	17922739
202260	20494270	554935
877203	20494408	17392048
92835	20495543	18169949
2399736	20496550	2494296
117862	20496858	18219983
2737012	20497077	18355702
1039766	20497933	1024271
63308	20500131	8590925
1246769	20500207	18827677
1301535	20500877	19580276
180939	20501031	7196137
1777158	20503650	11091479
25002	20505936	20134132
3783162	20506032	19137989
3821822	20506812	19689519
3022564	20508859	18226787
231097	20511067	20387034
706385	20512252	9242731
3791920	20512810	535803
51826	20515491	521814
3940265	20516588	1355275
825574	20516674	6292932
674113	20518004	21024032
1772119	20518028	6932093
4053644	20518322	6513216
3930681	20518918	2770180
841274	20519477	10574201
580182	20519745	7251128
1790020	20521795	19537533
1427103	20522812	13260735
2612399	20524651	8713140
1593991	20525861	20558285
1970725	20525953	14931772
2943860	20526614	14750336
841049	20526843	21418894
2238105	20528581	7536662
3380159	20529708	4461053
3535171	20530129	18661392
173896	20530239	4308287
1775016	20531079	5167380
3615614	20531273	8166909
3656508	20532069	9057922
1818768	20534163	4635990
4163851	20535058	747837
3870937	20535271	13119295
4031625	20535708	234523
4126284	20535788	1404473
4053972	20537315	6224742
10385	20538824	21663383
1815472	20540235	21812592
1220816	20540478	20378582
3038772	20540598	13008308
3773417	20541200	21835399
315120	20541786	17691416
3487824	20542068	2037734
533443	20542543	1134900
2526405	20542718	262972
320704	20546514	1680044
544433	20547211	6334566
565703	20548782	4366296
3040278	20548864	16808754
1110749	20549000	17018171
2492143	20550899	13936109
2027236	20551635	18130493
1171574	20552103	17898223
1198884	20552593	3691993
53867	20552717	16516012
2488228	20554968	19174723
397117	20556587	16698663
1349175	20557287	173249
3146212	20557915	5885920
904057	20560809	20230137
2203983	20560875	20235966
3551668	20561121	3363587
3143227	20561611	20315605
2882641	20562275	5671948
2935486	20562285	1803042
139463	20562543	608436
189156	20567532	20740026
2373176	20569786	15914687
3835995	20570809	1437274
1071843	20570845	11517749
1483944	20571012	1392115
365550	20571187	2896513
2612025	20572742	13142037
1167507	20573177	8803056
3673011	20575698	3407034
4069543	20576348	20915134
3505739	20579147	9192817
3689416	20579346	1599258
3329962	20580072	4114056
3208330	20580090	262355
66611	20580138	5279919
2260626	20580953	8621080
1920477	20583542	11297971
1594219	20585113	21690873
1974131	20585622	196524
217142	20586915	13563916
3345341	20588238	19340757
1214316	20588840	21801675
2660384	20590928	9441594
278830	20591036	4915157
1782140	20591565	6280958
3657819	20591635	7147644
140331	20591947	1312047
3861673	20593762	16348921
3821663	20593844	557574
1472532	20594132	16087809
2387605	20594144	10454727
1264287	20594319	10453087
475361	20596510	15303272
365550	20597726	9232379
63308	20598103	15564820
74328	20599275	9451108
282934	20601270	7723732
241032	20603259	16023759
958475	20603307	3311814
1556170	20604085	19052720
132160	20607191	19699926
977722	20607480	1884658
2110357	20608275	20365280
52525	20608319	20370508
2737012	20609256	6904782
1321090	20610250	20586943
1599856	20611588	16225985
719233	20612172	17579973
176678	20615789	21075866
430453	20617377	21180826
3998984	20618059	8763594
3959460	20618515	18742635
3793047	20619875	2861763
3610724	20620272	13896249
2536507	20620664	13347123
1826155	20621005	20373863
649243	20621539	20640343
63733	20622673	14895533
3053237	20625428	2453417
3968416	20625498	21578279
3040278	20626558	4454558
3293438	20627774	16174472
3906076	20628167	367760
533443	20630097	21213342
1856970	20631648	8903205
2620429	20634472	21889414
1950446	20636585	1094944
1782140	20637765	21984227
1758935	20637783	5856413
1790020	20638097	20182177
365550	20640755	2477359
1844791	20641113	16065872
794633	20642585	15690288
1494828	20644089	14863044
1954452	20646031	19144170
1030615	20649285	8591157
557126	20649670	18686311
613020	20650040	9315663
1856970	20651091	7990069
835149	20651384	20241891
2027236	20652185	5819957
251922	20652697	20497337
3689119	20653246	18474857
619366	20653687	2534572
25002	20654172	11513682
2481189	20654872	20717632
92835	20655014	20591268
841049	20655311	19580173
2526405	20656924	3521359
1566487	20657150	1701171
609701	20659217	10032495
1097520	20660298	1499027
15108	20660427	21200830
445199	20661766	3710391
3835995	20662339	21091873
2727808	20663052	12538900
1432713	20663175	975395
4047058	20663369	21342855
1145941	20664079	21414920
3242247	20664117	1182326
2825852	20666096	17519869
3793047	20667566	8291188
143580	20670928	20133853
3615614	20672846	21782986
4069543	20672904	20915134
529090	20673102	21792386
2686374	20673662	21276736
1815304	20675354	21851139
3998922	20676446	20944190
363064	20677019	7469357
3282000	20677091	21894371
140331	20678660	21929342
1950012	20680242	4714519
2881446	20687077	6439503
1246769	20687381	15365887
3270492	20687527	321452
3697351	20690786	14953816
674113	20692963	18608140
3487824	20693599	18494261
859467	20696603	2045051
338091	20697195	20342927
2488228	20697753	11672605
103466	20700006	20706916
544433	20701917	10851484
2110357	20702334	142645
445199	20704305	3144588
340706	20704440	9187764
2978929	20706080	71974
975179	20706549	16969603
793629	20706577	20914723
3238295	20706766	21199848
2032805	20707606	20868021
1377812	20707974	21259684
277416	20714506	9390634
794633	20714596	4969845
3861673	20714947	13396735
3959442	20715066	7973592
1793138	20717527	1145250
2027236	20718290	17552704
1009838	20718370	21578005
4163851	20718392	4268020
3940265	20719984	1355275
3959460	20720648	1497697
2605975	20720760	20640343
565703	20720936	21807823
841049	20721710	9254505
3144597	20721714	9254505
3293438	20722147	416378
458191	20723457	1921241
3215404	20723463	21845348
1407502	20723549	13008308
458183	20724210	4326606
80188	20724238	4518008
941467	20725875	21031044
1561256	20726271	12909120
3882930	20729113	21986647
1950012	20731740	12227598
2612399	20737739	1747058
2391699	20739185	17738994
1301535	20739749	10043102
481220	20740487	18305001
365550	20740725	18071798
1764233	20741908	2204166
936484	20742562	5237976
1974131	20743462	19240171
1039766	20743780	1036548
19623	20745947	5509531
2027236	20746659	15142751
3246706	20747006	19856952
1351716	20747138	3553259
1328159	20747152	836755
1133329	20747824	1600054
1622794	20749188	171805
557126	20749421	284103
1159111	20750305	20219572
649243	20750555	16512976
1856970	20751109	20334147
3697351	20751427	20313075
1256892	20751441	20272421
2693137	20751591	20377437
2818420	20752439	13418646
3449059	20757318	18263198
825574	20757510	2413342
25002	20757566	2454016
2197168	20757576	20735926
1214306	20759523	20882939
3123041	20760208	20913716
3970736	20760881	17725636
606297	20760996	20910394
202174	20761705	19434036
1556170	20764513	8614940
1623894	20765171	21019441
3563218	20765581	10183452
3930681	20765681	20912911
585418	20767019	20461216
3968416	20767913	21231352
808811	20768015	21194636
3689119	20769659	21295771
3582883	20774040	11879735
3971346	20776892	12126461
3861673	20777359	12771565
1003890	20777585	18586617
4082986	20778231	3323411
975179	20778381	2277755
3791920	20780061	21576074
2955782	20781781	21659870
4126284	20791914	10410344
3345341	20792848	7433923
3821822	20793357	5369465
2526405	20793495	3031883
748526	20796368	9840962
4025593	20798282	21791178
3610724	20799022	21974853
445199	20799134	11146599
714043	20799402	958049
140331	20801043	21986787
4026757	20801341	15894256
2612025	20801485	1134900
2865992	20802078	2495636
1898511	20802378	10086597
1732441	20807137	22091679
4104442	20808093	397278
841049	20808163	22096248
4125779	20808439	21848322
2620429	20812707	2515487
2935486	20815400	2529102
1797207	20815923	5050199
3022564	20816796	12618612
442487	20817120	8112528
1815304	20818828	1994513
258571	20820142	1635950
1171574	20821322	3853258
2686374	20821444	6626393
53867	20822327	2859916
1416279	20824638	19880650
1978743	20826693	9315663
2488228	20827027	4607809
1198884	20827824	19838160
2737012	20828000	20245084
3208330	20829749	20440927
506542	20831167	20493767
958475	20831226	17021994
2197982	20831892	1846376
835149	20835051	20758362
3379116	20835103	20768157
609701	20836527	20333425
1030615	20837026	20863229
2493658	20837468	17447279
535300	20837992	79707
1204142	20838112	20911221
1950012	20840411	20994863
3487824	20840645	20955570
173896	20841870	2277183
365550	20843292	21031223
3793047	20843763	21137101
1750681	20843773	20284053
3120652	20844029	21146392
139463	20845528	120608
490076	20847128	4784486
2525172	20847164	1383215
80188	20849706	19518204
2710274	20850192	9614821
3783162	20851044	3263443
794633	20851300	5041916
4053092	20852044	1221430
1118153	20852216	4858821
2520890	20854437	21137870
458186	20855359	17242544
3380159	20855729	21488827
2481189	20856346	2897623
2267088	20856674	225658
1427103	20856802	16549654
3870253	20856818	2472136
677266	20858278	21576529
458183	20859584	4718922
706385	20860524	2670279
208670	20863082	8620791
1439237	20863701	21710164
941467	20865415	21740397
3861673	20867586	21784762
3562617	20868522	21790564
215954	20869049	19806035
841274	20869247	15667649
533443	20869509	21814389
1775016	20870551	10059449
3293438	20870605	21151564
1818768	20871361	21857291
4046863	20872944	12094286
7369	3721	20217
7369	4700	21786
7369	9635	19047
10385	12159	38278
10385	12361	36408
10385	12893	37317
10385	14279	42989
10385	14789	43897
7369	15370	47540
10385	16174	50201
10385	16865	39696
10385	18075	39696
7369	18308	53149
10385	18488	42937
10385	24025	66954
7369	24963	72985
11012	25147	16613
7369	25670	76840
11411	26006	79429
10385	27052	62545
11411	29774	78710
5682	30686	60393
19623	31032	85846
19611	31048	88951
7369	31358	73215
7369	31952	95240
10385	32514	92575
10385	33364	99110
10385	34798	88943
11411	35686	81368
10385	36704	102111
25002	37440	106760
7369	39108	100635
11411	39608	115801
25002	39798	73959
5682	40794	105863
10385	41828	50201
5682	42150	121372
25002	44334	107717
11411	45668	96213
5682	47516	128506
25002	47792	119746
5682	49368	89570
11411	49554	91063
10385	50088	29058
5682	51044	37243
10695	52378	105412
25002	52594	88943
5682	53462	136524
20868	54332	112743
10385	55542	55876
7369	55816	138440
25002	55944	147121
5682	56050	57259
30712	56218	143602
7369	57076	138161
25002	57184	147877
7369	58458	136698
25002	58492	138911
5682	58836	113816
11411	59230	119054
25002	60006	145060
7369	60070	129500
5682	60500	156010
25002	61500	35189
23430	62352	122895
25002	62676	64613
7369	63258	26068
23430	63850	111631
30712	64680	69503
5682	64918	145644
25002	65314	7960
7369	69108	176337
25002	70100	144662
5682	71422	144556
25002	72283	82393
23919	72556	16549
10385	74413	150574
30712	74465	162207
7369	74793	60273
7369	75081	178611
5682	75221	162244
25002	75757	118405
14386	76517	158878
11411	76824	164584
10385	77686	135523
7369	77947	190909
43373	77965	58569
25002	78296	58569
5682	78805	173387
11411	80762	177750
25002	81488	170897
43373	81899	204436
25002	82422	13071
43373	83599	204866
5682	84467	173387
10385	84838	109834
5682	86010	181217
19623	86352	123009
23430	86356	123009
5682	87555	212915
11411	87743	153533
25002	88271	181336
5682	88279	181217
46022	88864	213915
10385	89229	206203
25002	89713	205346
7369	89721	175445
20868	89919	153017
14386	90173	206772
19619	90315	217396
25002	90596	192306
10385	90909	83043
43373	91358	206369
14386	91456	211913
19623	91700	97979
5682	91780	151655
47196	93363	211846
25002	93379	215483
11411	93704	177675
43373	94823	16613
5682	94927	209161
11411	95153	176408
46022	96434	220639
47491	96494	225896
43373	97124	36051
11411	98033	115072
20868	98069	123117
46022	98703	111132
47196	100537	230050
25002	100676	237080
14386	101652	237992
5682	101704	129042
11411	102479	237973
11411	103781	160409
20868	104040	214791
25002	105248	178993
52525	105835	240066
20868	106229	212669
5682	107216	205170
11411	107322	214353
47196	107782	244956
47491	109350	232392
25002	109566	244900
5682	110531	212372
19623	110987	25011
43373	111162	214295
20868	111228	224118
19619	113001	232709
11411	114045	202675
25002	119384	144127
43373	120156	34865
20868	120346	256726
5682	120607	222936
19623	121209	210431
51826	121909	243023
53867	122195	258932
47196	123493	232310
30712	124469	251204
53803	124627	114068
20868	125363	191648
47196	126004	232310
47196	127347	268016
25002	128810	238019
25002	130123	244900
53803	130159	273759
5682	130903	27744
19611	131119	246009
53803	131565	267561
51826	131691	271861
48848	133906	238019
53867	134916	244900
48848	135293	257344
43373	136041	235055
47196	136323	71465
20868	137035	39696
25002	137676	270117
51826	138495	258912
43373	139370	62057
53867	139384	274827
7369	139820	282718
51826	139860	16925
5682	140152	267346
48848	140866	277102
38545	141073	89954
53867	141844	248194
43373	142367	207691
5682	143186	111616
53803	143393	262611
48848	143631	218689
53867	144425	249554
47196	144575	288308
5682	145126	272239
43373	145150	275395
53867	145264	1199201
51826	147066	81788
25002	149723	298137
10385	151036	308201
47196	153206	299817
11411	153586	159921
59838	154475	275493
20868	154712	304119
63308	154822	299817
47196	155665	288308
7369	156074	4212
43373	156254	302219
25002	156540	215419
59838	156860	309130
5682	156948	13139
19623	157110	225496
47196	157298	316697
63308	157655	206203
59827	158093	205970
5682	158097	311521
5682	158913	201293
19623	159748	265389
5682	162750	271547
25002	165428	277031
19611	168876	313874
63308	169585	336526
47196	170195	335391
20868	170632	293662
63308	170989	217813
47196	171767	69112
38545	171913	316819
66540	171985	288198
63308	172301	346683
47491	174294	348708
63308	174484	337719
66611	175291	326414
63308	175971	243023
20868	176898	362467
53867	177693	123049
5682	177695	360432
47196	178015	368533
20868	178027	200487
53803	178070	123890
63308	178090	206203
47196	178208	248910
63308	178546	369250
10385	178702	342583
5682	178718	211675
63308	179085	6033
20868	179243	357621
59827	179325	199080
51826	179785	338803
63308	181869	111616
53867	182085	294718
43373	182521	273883
5682	182723	352702
11411	182817	366761
63308	183327	368817
63308	184063	206203
5682	185457	352959
63308	185539	361832
20868	185695	376288
63308	187572	363415
63308	188097	402071
63308	190328	278618
25002	190532	342290
5682	191688	357000
63308	192019	206203
11411	192057	20733
43373	192177	389113
43373	194411	298362
63308	194725	393482
63308	195615	206203
25002	195833	349513
11411	197469	427676
63308	198382	376221
63308	200596	392983
25002	201772	410045
47196	202529	392983
63308	203645	309549
53803	203899	415737
53867	206202	369459
20868	206720	431007
63308	206924	443688
53803	207291	268379
63308	210027	420753
63308	212187	411335
20868	212243	403920
53867	212557	448603
63308	213661	206203
25002	214540	435405
47491	214792	463734
53867	216130	456575
5682	216505	368977
25002	216749	411335
53803	217201	204871
84030	217699	470985
63308	218922	378838
53803	219452	119700
5682	219809	430893
47196	219877	442481
5682	220467	430893
25002	222216	426974
20868	222705	392112
10385	222805	64613
53867	222815	287852
63308	226902	206203
7369	227088	90456
53803	227338	426132
43373	228129	170359
59838	228429	83038
7369	228525	364292
47196	228637	111481
63308	229157	487674
38545	229570	360444
52525	229868	421216
47196	231120	506322
5682	231285	337537
53867	231319	354828
63308	231643	425959
53803	235592	464860
5682	236487	236211
25002	236573	22331
63733	236619	500456
7369	239923	403577
53867	240690	278618
47196	243677	498231
80188	244891	534073
63308	244974	329861
20868	245132	397650
25002	246815	499339
53867	246937	514167
53803	248377	451916
5682	248665	336410
63308	249438	376417
25002	250724	284455
5682	251501	418508
47491	253746	553194
53867	255541	287852
86185	256950	512044
51826	257052	522212
80188	258678	528341
48848	261131	506966
53803	261229	562554
5682	262603	285880
51826	266349	552363
10385	267081	580205
5682	267849	203403
51826	268665	571961
43373	269228	455186
51826	269726	548670
53803	270623	440375
10385	271863	475792
51826	272165	534634
63308	272919	379606
84030	273771	568675
53867	274397	395868
63308	275446	588880
25002	277603	594252
10385	277649	595523
63308	277723	594269
80188	279430	531915
25002	280372	446134
92835	280616	512460
53803	281116	232908
5682	284612	457494
63308	284900	378116
20868	285370	501940
25002	285588	620277
30712	289054	613283
38545	290146	489296
63308	290286	86078
5682	290971	579051
74328	292087	586266
80188	292195	625851
47196	292804	497949
53867	294188	423381
86185	294570	549863
53803	295691	527994
5682	296109	622403
63308	297790	387769
43373	298052	486294
51826	298080	491944
80188	298874	631707
25002	298976	512361
92835	299711	513442
47196	299719	206609
10385	300359	591520
84030	300475	600234
7369	300889	301820
74328	300899	248821
30712	301342	617299
53803	302179	526560
11012	302865	613780
7369	303147	530382
48319	303389	611376
43373	304653	654427
51826	306539	395336
59827	307765	114352
10385	308779	661460
51826	309035	565056
47491	309242	464882
47196	309668	488516
51826	310580	43316
5682	310795	411120
25002	311067	509799
53867	311111	519413
86185	312143	201293
43373	312549	598042
63308	313290	353817
92835	313774	26398
119103	315136	371623
9596	315791	522027
53803	315841	537842
80188	316131	126900
38545	316463	642512
5682	316843	677093
53867	317681	523534
63308	318417	635962
51826	319019	526041
53803	319497	544617
139463	319781	618602
25002	320343	354828
53867	320453	555856
63308	321311	682808
7369	321531	701761
47196	321992	187943
5682	322040	428115
25002	323602	520447
80188	324026	587513
84030	324038	585536
117862	324785	662510
139463	325151	574736
63308	326027	455865
53867	326129	354828
116221	326647	606338
5682	326787	623170
140331	327296	683888
25002	329675	472495
92835	329695	377611
143580	330709	686728
53803	331709	613450
47196	332155	681128
53867	332333	408132
143580	334012	669450
11411	334696	460731
63308	335040	582029
140331	336136	591586
84030	337335	317209
48319	338363	406703
10385	340032	578875
25002	340848	346867
50233	341252	707486
143704	341452	728712
80188	341712	719741
51826	342204	588163
86185	342744	84887
80188	343232	719741
53867	345193	411678
92835	345362	504660
43373	345428	524518
53803	345888	630099
143580	346382	176507
52525	346608	706294
47196	347111	348511
63308	347193	416989
30712	347647	57322
7369	348191	598706
66611	349240	517389
47196	349946	699277
74328	351715	671407
7369	353995	658864
140331	354765	180428
153967	355042	740893
84030	355264	748769
51826	356019	489667
63308	356105	452856
92835	356115	426160
53803	356153	262611
25002	356255	328781
116221	356457	613623
119103	356685	661255
10385	356803	647894
143704	357043	670930
43373	357305	283254
15108	358030	383109
51826	358141	429467
53803	358145	429467
86185	358917	699445
5682	360096	565181
43373	360780	725215
80188	360846	731361
51826	360937	745976
74328	361201	240951
139463	362199	644683
84030	362943	763739
63308	363867	566389
20868	364169	586264
43373	364675	283254
53867	365650	572519
63308	366594	304031
143580	367110	755566
48319	367198	677107
51826	367933	330472
20868	368171	444757
153967	371037	578100
10385	371209	647486
25002	371816	467369
5682	372588	718471
43373	373204	769878
51826	373390	200929
153967	373580	809936
10385	373983	469839
140331	374147	684791
47196	375085	701979
143580	375117	805447
7369	375237	544617
74328	375840	626528
92835	376346	739778
51826	376432	731128
25002	376876	749519
140331	377344	816810
52525	378978	799430
51826	379306	819378
51826	379694	568117
5682	380096	39310
43373	381127	460091
48319	381629	798338
92835	382580	580781
51826	382592	568117
53867	382660	563949
143580	383143	724933
63733	383207	201630
140331	383463	758224
160222	385875	794260
5682	387092	479716
84030	387844	815387
7369	388185	544617
175576	388235	111078
7369	388792	588021
143704	389506	815962
25002	389570	459611
160222	389838	836656
48319	389892	838955
86185	390497	668621
47196	390975	123502
80188	391237	473488
5682	391471	802422
175576	392082	107738
25002	392140	414831
63308	392280	424489
74328	392680	647903
51826	393038	743630
53867	394650	368806
116221	394914	607734
92835	394986	693866
48319	395935	668247
170273	396454	706965
15108	396968	413682
175576	397010	837164
63308	397557	443262
47196	397925	650209
140331	398271	264433
7369	399649	68156
25002	399671	851868
25002	400734	16925
170273	401558	850615
47196	401732	865774
51826	401770	290500
59827	401772	310594
47491	401844	137558
139463	402432	351250
46022	402811	803426
158953	403029	803426
140331	403627	868558
119103	404625	326167
51826	404910	720431
175576	405152	82441
47196	405376	341163
5682	405788	512829
84030	406624	679290
7369	407148	278102
140331	407168	827016
53803	407710	873437
175576	407838	880833
63308	408020	217813
43373	408122	599381
10385	408358	693383
80188	408528	730914
143704	408779	715710
180939	409823	873834
5682	410576	634655
25002	411010	719553
74328	411356	759055
20868	412005	815038
173896	413591	884090
47196	414224	545858
51826	414318	636295
53867	414410	571546
92835	414757	746014
140331	415116	785981
63733	415210	806097
53803	415875	854479
80188	416082	866376
